Date,Open,High,Low,Close,SharesTraded,
20180326 00:00,862200,876800,861100,875000,8608509,
20180327 00:00,879700,880200,855000,860500,6262307,
20180328 00:00,863100,882400,861900,877700,10966247,
20180329 00:00,879000,893400,877700,889600,7632940,
20180402 00:00,880000,881500,848400,855500,18453301,
20180403 00:00,862500,869500,855600,868000,9539053,
20180404 00:00,856000,874900,854500,872200,6226670,
20180405 00:00,877200,883400,870600,878100,6306802,
20180406 00:00,867900,878800,861300,866900,6230514,
20180409 00:00,868500,874500,862400,862800,6578207,
20180410 00:00,868400,870700,856700,864500,9089675,
20180411 00:00,860000,868500,858400,859100,5977416,
20180412 00:00,861900,868300,854100,854300,6389451,
20180413 00:00,858900,862700,852000,860200,7526838,
20180416 00:00,862000,876500,861400,868400,6963828,
20180417 00:00,875000,881600,874100,879000,6741134,
20180418 00:00,882000,885600,875100,875700,5291502,
20180419 00:00,874700,880400,865900,878700,6015285,
20180420 00:00,878100,883800,866800,869800,7936154,
20180423 00:00,868900,870700,860200,861000,6777013,
20180424 00:00,867700,868900,855800,865300,8425551,
20180425 00:00,863200,877000,859000,871700,6701309,
20180426 00:00,871700,883100,869700,879400,5583318,
20180427 00:00,878700,879000,870900,872900,5535192,
20180430 00:00,879800,896500,879200,884600,8001646,
20180501 00:00,877600,880100,863600,874100,6877209,
20180502 00:00,871300,872400,861700,863400,5319014,
20180503 00:00,861900,862700,851200,862300,6780933,
20180504 00:00,859300,881000,853900,875300,6939151,
20180507 00:00,874900,875000,852800,854700,10673417,
20180508 00:00,855200,858500,849300,857400,6370202,
20180509 00:00,828900,836600,820000,830600,28891683,
20180510 00:00,826400,837700,820100,826900,14349169,
20180511 00:00,826900,835200,819500,833800,9818246,
20180514 00:00,839200,847900,836600,843900,9021836,
20180515 00:00,840000,848800,838100,845200,8603001,
20180516 00:00,848700,861300,847400,861300,13139660,
20180517 00:00,870000,875800,838500,844900,25920584,
20180518 00:00,842500,844400,834900,836400,11443407,
20180521 00:00,842000,845400,838200,845100,9555036,
20180522 00:00,845000,848100,832900,833700,7778290,
20180523 00:00,830000,830100,821700,830100,9163284,
20180524 00:00,830000,830000,817800,828500,8149053,
20180525 00:00,828500,833400,823200,824600,5039318,
20180529 00:00,819600,825100,818100,824000,7690023,
20180530 00:00,824500,842300,823000,841200,9207482,
20180531 00:00,839700,843100,825400,825500,8060486,
20180601 00:00,830400,834100,828600,829900,5147252,
20180604 00:00,835700,855100,833000,854200,10865133,
20180605 00:00,854500,854500,842500,846200,7839817,
20180606 00:00,849500,851400,843500,845600,7075675,
20180607 00:00,847500,857600,846900,849500,7196725,
20180608 00:00,847800,851700,841400,843600,7164568,
20180611 00:00,844100,845400,838000,843000,6212941,
20180612 00:00,843200,844500,834700,841000,7946623,
20180613 00:00,841200,843600,838600,840900,5643542,
20180614 00:00,842200,848100,836700,837900,7466348,
20180615 00:00,835000,839800,830600,836600,8772345,
20180618 00:00,830000,835700,828200,830000,8331553,
20180619 00:00,826000,836200,823700,836100,9069937,
20180620 00:00,836100,838200,831700,836100,7951582,
20180621 00:00,834000,845500,829000,842100,8043500,
20180622 00:00,844000,848500,841000,848200,10687478,
20180625 00:00,845900,865900,844800,864700,15804509,
20180626 00:00,865300,870500,857600,859400,8601927,
20180627 00:00,859000,874900,855700,868900,9980847,
20180628 00:00,868500,872900,856900,858600,7948737,
20180629 00:00,859000,862000,855300,856600,7032684,
20180702 00:00,856500,859400,834000,840000,7888379,
20180703 00:00,840900,850500,840900,844900,3672709,
20180705 00:00,849400,855800,842700,845700,5347904,
20180706 00:00,842000,848600,838200,845100,5595495,
20180709 00:00,849500,864700,847900,859300,6367490,
20180710 00:00,860000,873300,858900,872100,6012353,
20180711 00:00,870600,871500,863900,865300,5535877,
20180712 00:00,869400,874100,862200,865200,4881177,
20180713 00:00,865200,879900,865000,877000,6312017,
20180716 00:00,876200,877200,868500,876400,4433333,
20180717 00:00,875000,886900,874500,881900,5871351,
20180718 00:00,883300,891600,879500,880700,5033375,
20180719 00:00,878500,884700,874100,877200,4859182,
20180720 00:00,875000,881700,872000,880600,4802959,
20180723 00:00,876300,881500,873800,876300,4096956,
20180724 00:00,880700,885000,876200,879600,5475014,
20180725 00:00,872500,880200,871100,879000,5792948,
20180726 00:00,885000,894300,881800,882300,6414117,
20180727 00:00,886400,888800,880400,881300,4539302,
20180730 00:00,880000,889300,880000,888800,5470888,
20180731 00:00,890000,896500,888000,892300,5508876,
20180801 00:00,888600,891300,878800,882400,4870856,
20180802 00:00,879800,888400,876200,887600,4195928,
20180803 00:00,892500,902800,891400,896000,5598172,
20180806 00:00,893100,899800,891300,896700,4608633,
20180807 00:00,898300,903400,896500,897700,4476785,
20180808 00:00,898200,902300,893800,900500,5024345,
20180809 00:00,894600,896300,887600,890100,4712214,
20180810 00:00,887500,903700,886500,901800,7373976,
20180813 00:00,901800,905300,893700,896400,5795326,
20180814 00:00,896400,911200,896400,908500,5704827,
20180815 00:00,902500,904100,896800,902200,8477715,
20180816 00:00,1000000,1002000,979100,986400,36496393,
20180817 00:00,978000,996700,976100,978500,16061229,
20180820 00:00,976700,982900,959500,960000,12487175,
20180821 00:00,958800,963600,953800,960800,10151603,
20180822 00:00,962000,968500,952300,956700,7675008,
20180823 00:00,955000,958600,950600,951800,5880962,
20180824 00:00,950100,956600,943500,949600,7064751,
20180827 00:00,952600,956100,942900,945400,6832332,
20180828 00:00,947600,963500,945300,960700,8984402,
20180829 00:00,962500,968100,955300,956400,7683174,
20180830 00:00,955000,964900,954500,961000,7007786,
20180831 00:00,962100,964400,951100,958600,6270583,
20180904 00:00,958000,962700,952500,953600,8139814,
20180905 00:00,958100,968300,953600,966200,9188360,
20180906 00:00,965300,967200,960200,964500,6122948,
20180907 00:00,957200,964800,956600,958300,6624641,
20180910 00:00,961100,971900,960900,969000,8237893,
20180911 00:00,972000,976600,964900,966400,6298680,
20180912 00:00,962600,967400,959300,959700,5851768,
20180913 00:00,953500,956000,949200,951200,7531040,
20180914 00:00,944900,948400,943800,945900,6234884,
20180917 00:00,947500,954800,943900,948200,5120133,
20180918 00:00,944600,955900,941600,954300,6271275,
20180919 00:00,955700,958900,948900,952400,5430598,
20180920 00:00,954100,957900,949500,957500,5052978,
20180921 00:00,959400,962900,956400,958500,4872570,
20180924 00:00,954400,960000,948600,949200,5026998,
20180925 00:00,959900,965200,949900,951000,6102653,
20180926 00:00,951000,955800,945200,946100,4876750,
20180927 00:00,941900,949500,938200,941300,5175580,
20180928 00:00,942800,943700,936900,939100,6267567,
20181001 00:00,942300,946600,940400,944000,4959007,
20181002 00:00,939300,956100,939100,951500,7687693,
20181003 00:00,955000,955300,940400,940700,6153808,
20181004 00:00,940700,944700,932000,942100,5997292,
20181005 00:00,938000,941900,928900,933100,6648148,
20181008 00:00,932500,949300,931500,947000,5483949,
20181009 00:00,956400,977300,952000,970800,11455424,
20181010 00:00,967100,978500,957000,957600,8723198,
20181011 00:00,958100,962900,936200,939200,9834381,
20181012 00:00,949000,951700,936900,948100,8450093,
20181015 00:00,945000,949800,938200,938200,7866966,
20181016 00:00,947000,960700,943400,958100,10330217,
20181017 00:00,951600,966200,949000,965600,8715174,
20181018 00:00,964000,972400,957400,961700,9726886,
20181019 00:00,960300,976500,960000,971500,8181249,
20181022 00:00,973400,975700,967500,971400,6947584,
20181023 00:00,965000,979900,961800,978000,9103283,
20181024 00:00,975000,991700,972800,975500,9458857,
20181025 00:00,979700,994700,970400,991800,10070731,
20181026 00:00,990000,996600,980300,989400,14658818,
20181029 00:00,995100,1017200,990900,998000,11482094,
20181030 00:00,1002800,1025900,1000700,1024200,12056470,
20181031 00:00,1022500,1024600,1001200,1002800,11798988,
20181101 00:00,998900,1011600,997200,1005800,7144355,
20181102 00:00,1010200,1015400,1003100,1013400,6774545,
20181105 00:00,1011900,1031600,1006800,1028900,6034832,
20181106 00:00,1025400,1034400,1020500,1033200,4964294,
20181107 00:00,1036600,1044700,1030600,1043200,7261088,
20181108 00:00,1043300,1052600,1042600,1048800,5577540,
20181109 00:00,1050500,1058900,1048200,1055600,6808730,
20181112 00:00,1055000,1062100,1036500,1038700,8772127,
20181113 00:00,1037500,1041500,1025400,1029400,7733259,
20181114 00:00,1030000,1032400,1010100,1015300,9845854,
20181115 00:00,1021800,1027100,986200,995400,14058045,
20181116 00:00,987900,994000,969200,976900,14081642,
20181119 00:00,979500,982500,964400,967800,8717609,
20181120 00:00,949800,950200,936200,941600,12085382,
20181121 00:00,943600,948800,933100,941700,9147434,
20181123 00:00,941800,955500,941300,951000,4618116,
20181126 00:00,956900,960700,947400,951500,7672080,
20181127 00:00,949900,955400,944100,950400,8899503,
20181128 00:00,954000,976200,950500,974600,9181579,
20181129 00:00,970000,978200,967500,972900,6000279,
20181130 00:00,974000,984200,970700,975900,6364155,
20181203 00:00,980200,995900,976700,987500,8652859,
20181204 00:00,983600,989600,956200,958100,10146011,
20181206 00:00,953700,954100,931000,947700,10062731,
20181207 00:00,945100,951300,924600,931900,8293917,
20181210 00:00,935500,942500,923500,939400,6138383,
20181211 00:00,941300,944700,932600,938500,6419150,
20181212 00:00,940100,941400,930700,931100,8406467,
20181213 00:00,932500,936700,924400,929600,7303360,
20181214 00:00,920500,925600,915700,918500,9863425,
20181217 00:00,912200,920000,901600,907700,8701676,
20181218 00:00,908000,912600,902800,910800,9242345,
20181219 00:00,912900,929900,902600,905500,11734418,
20181220 00:00,900100,901100,861500,872800,15724576,
20181221 00:00,869000,894700,867900,871300,11605244,
20181224 00:00,863600,875500,857900,858200,6067744,
20181226 00:00,863000,904200,863000,904100,8323210,
20181227 00:00,897800,916100,884500,915900,8246447,
20181228 00:00,920300,934600,916500,921300,9675995,
20181231 00:00,926700,933800,922600,931500,6675216,
20190102 00:00,918100,936500,916400,933400,8110832,
20190103 00:00,931500,947100,927000,928600,8162931,
20190104 00:00,933300,936600,927200,934400,7470455,
20190107 00:00,936200,951700,931800,945400,7588726,
20190108 00:00,950600,957600,939100,952000,7040203,
20190109 00:00,957100,961400,947700,948900,6204638,
20190110 00:00,939300,949800,931400,949600,8883677,
20190111 00:00,947500,952800,945500,948400,5272220,
20190114 00:00,944800,954500,943000,949500,6401557,
20190115 00:00,954700,965900,954100,962500,6791658,
20190116 00:00,958700,968600,958300,963500,5244360,
20190117 00:00,963200,972100,961700,967400,4417760,
20190118 00:00,970100,981900,968800,977300,5982724,
20190122 00:00,971500,984100,970000,974900,7275131,
20190123 00:00,988900,993500,975300,987100,7788854,
20190124 00:00,980000,984500,964500,983600,7290528,
20190125 00:00,987900,988900,967500,969200,6042892,
20190128 00:00,965300,970700,960800,970600,5142158,
20190129 00:00,967700,971500,965100,967100,4329714,
20190130 00:00,966800,968000,942600,948000,11618957,
20190131 00:00,947100,968700,946300,960800,10486299,
20190201 00:00,959200,960000,931100,938600,12427677,
20190204 00:00,938600,947700,933500,947700,6663543,
20190205 00:00,952500,959400,950400,956000,5795821,
20190206 00:00,954300,960100,952400,956400,4121269,
20190207 00:00,951100,968200,950100,967300,6892744,
20190208 00:00,963400,966700,951400,955900,4492552,
20190211 00:00,956500,963300,956500,962000,5181272,
20190212 00:00,966700,971700,965100,969700,5501151,
20190213 00:00,972900,980000,971100,979400,5211448,
20190214 00:00,976900,992000,970600,985200,7167296,
20190215 00:00,989800,1000000,988600,999900,8812025,
20190219 00:00,1021700,1041700,1020700,1022000,19469863,
20190220 00:00,1018100,1023200,986500,998800,17006775,
20190221 00:00,996600,999200,989100,993900,6281490,
20190222 00:00,998100,1001600,991400,995500,7711183,
20190225 00:00,1000200,1001300,990500,991200,8922192,
20190226 00:00,990200,990200,978700,986900,8306251,
20190227 00:00,981200,983800,976000,981100,7729713,
20190228 00:00,981100,994700,977700,989900,10702558,
20190301 00:00,993500,995600,971300,979300,10116831,
20190304 00:00,981200,985900,973800,978500,7489128,
20190305 00:00,981000,991900,981000,983400,5973053,
20190306 00:00,983700,990000,978600,982600,4675433,
20190307 00:00,977100,982000,972400,974500,5788845,
20190308 00:00,976300,984100,970100,975900,5589671,
20190311 00:00,980400,985800,978200,984800,4981034,
20190312 00:00,985600,987300,980500,983700,4890302,
20190313 00:00,987000,993500,984000,990300,5442832,
20190314 00:00,984100,984300,975900,982200,4885302,
20190315 00:00,982000,985000,976100,984200,13758180,
20190318 00:00,983500,997700,983000,996600,5369596,
20190319 00:00,1000000,1004800,995700,998500,5167121,
20190320 00:00,991800,995500,985400,986400,6022576,
20190321 00:00,982500,991300,981300,990600,6230658,
20190322 00:00,985800,995300,979400,982800,6436685,
20190325 00:00,978400,986200,976400,981700,4871690,
20190326 00:00,983600,988300,980500,983200,4921696,
20190327 00:00,981400,988600,969600,972100,8344242,
20190328 00:00,975900,978300,965400,971300,7589548,
20190329 00:00,976200,976700,970400,975300,7086107,
20190401 00:00,978900,983600,975600,978200,7998873,
20190402 00:00,977600,983000,969100,969400,6002980,
20190403 00:00,971200,974000,968000,971900,5424672,
20190404 00:00,972700,982800,972600,981100,3997148,
20190405 00:00,982000,992000,982000,988300,4476611,
20190408 00:00,984500,992500,982600,992300,5318090,
20190409 00:00,988000,992100,981500,986900,4228998,
20190410 00:00,985100,997200,985000,996000,3651257,
20190411 00:00,996400,1008300,994800,1008000,5088060,
20190412 00:00,1010000,1020200,1010000,1015600,5057559,
20190415 00:00,1013000,1029100,1012600,1024300,4934637,
20190416 00:00,1028900,1033800,1025400,1029300,4797944,
20190417 00:00,1030000,1034000,1024200,1031600,3638756,
20190418 00:00,1031100,1038000,1028900,1031800,3591858,
20190422 00:00,1028300,1035400,1021700,1023700,4829237,
20190423 00:00,1025300,1032900,1019500,1030700,4885662,
20190424 00:00,1031400,1038400,1030900,1035300,4450821,
20190425 00:00,1032400,1041400,1028300,1035200,3766551,
20190426 00:00,1003600,1023400,996600,1015300,7748076,
20190429 00:00,1018000,1020000,1007800,1015600,6230415,
20190430 00:00,1017700,1029200,1014500,1028400,5790604,
20190501 00:00,1027700,1027900,1013000,1013600,5229368,
20190502 00:00,1014300,1020600,1002400,1011500,3867343,
20190503 00:00,1023200,1027500,1018000,1020800,5245579,
20190506 00:00,1008100,1025500,1005400,1024600,4311121,
20190507 00:00,1018000,1021700,1007600,1013000,4388245,
20190508 00:00,1002200,1010400,998800,1002900,5056552,
20190509 00:00,992700,999400,988500,995400,6111027,
20190510 00:00,997600,1021100,997000,1019100,8309832,
20190513 00:00,1004500,1011500,990100,998900,7260404,
20190514 00:00,1001400,1008600,999000,1002900,6101833,
20190515 00:00,1001400,1003500,991600,998800,6559403,
20190516 00:00,1027500,1039600,1008400,1013100,15198385,
20190517 00:00,1001900,1019500,999100,1008600,10848828,
20190520 00:00,1003500,1019700,1003200,1015200,6433883,
20190521 00:00,1015200,1015600,1004100,1011200,6705064,
20190522 00:00,1016000,1024300,1010700,1022300,7009960,
20190523 00:00,1018200,1019300,1009400,1018600,6464745,
20190524 00:00,1021800,1028900,1020900,1026700,4255372,
20190528 00:00,1025600,1035600,1024200,1024200,5482683,
20190529 00:00,1021100,1028800,1014800,1021300,5594803,
20190530 00:00,1024900,1034900,1019100,1021900,4961065,
20190531 00:00,1014100,1020000,1006100,1014400,4918040,
20190603 00:00,1016300,1026800,1014300,1019600,6352484,
20190604 00:00,1025500,1026500,1014500,1025600,5025935,
20190605 00:00,1027500,1047800,1026200,1044200,6689146,
20190606 00:00,1044900,1056600,1042000,1051100,7290451,
20190607 00:00,1052300,1063600,1050600,1060600,6279770,
20190610 00:00,1065000,1077800,1063700,1075200,5956626,
20190611 00:00,1080000,1089700,1077500,1079400,6216626,
20190612 00:00,1079800,1089100,1079200,1088100,3917681,
20190613 00:00,1090000,1095800,1081700,1086500,4868812,
20190614 00:00,1087800,1095800,1084600,1090700,4229074,
20190617 00:00,1091200,1095500,1082600,1091600,4072411,
20190618 00:00,1098800,1099600,1089100,1096500,4756973,
20190619 00:00,1096800,1098400,1088700,1096200,3808120,
20190620 00:00,1098200,1104900,1092800,1103200,4745699,
20190621 00:00,1104000,1121900,1103400,1111300,11898704,
20190624 00:00,1114900,1122200,1110500,1112400,5719273,
20190625 00:00,1108800,1114200,1104000,1107200,6021220,
20190626 00:00,1108500,1110700,1101000,1101600,3924526,
20190627 00:00,1100000,1105100,1088900,1101100,4360630,
20190628 00:00,1106100,1115000,1102400,1104900,6349322,
20190701 00:00,1113000,1119700,1100200,1106200,4995725,
20190702 00:00,1108300,1116100,1103600,1116000,3953306,
20190703 00:00,1111800,1124000,1110200,1123100,2765979,
20190705 00:00,1120000,1122400,1112100,1119800,3528446,
20190708 00:00,1119200,1129300,1117000,1127200,4002209,
20190709 00:00,1128900,1133800,1126000,1128800,4497701,
20190710 00:00,1131200,1136100,1123900,1129800,4200017,
20190711 00:00,1133400,1139400,1130200,1139200,3807387,
20190712 00:00,1140900,1147700,1136300,1146000,3645564,
20190715 00:00,1146700,1150800,1144500,1149800,2996268,
20190716 00:00,1152300,1154900,1140500,1147600,3436282,
20190717 00:00,1148100,1151700,1142100,1146000,2633714,
20190718 00:00,1143500,1147800,1137600,1147200,3051560,
20190719 00:00,1150000,1153100,1138600,1139000,3497955,
20190722 00:00,1141000,1143400,1123200,1128200,4425661,
20190723 00:00,1131200,1132000,1115700,1120900,5497357,
20190724 00:00,1120300,1127900,1115700,1120000,4001520,
20190725 00:00,1121800,1123900,1116600,1122200,3614538,
20190726 00:00,1121200,1133400,1118200,1130200,4554120,
20190729 00:00,1128400,1129800,1117700,1122700,3578429,
20190730 00:00,1120600,1124000,1116800,1120600,2792287,
20190731 00:00,1119100,1123400,1096300,1103800,5659529,
20190801 00:00,1103200,1121500,1093300,1093800,7295067,
20190802 00:00,1097400,1101300,1081600,1094000,5159708,
20190805 00:00,1080000,1080000,1056000,1058200,6877290,
20190806 00:00,1061900,1078400,1055900,1072700,6478733,
20190807 00:00,1070200,1086400,1059200,1082000,5517041,
20190808 00:00,1080700,1088400,1077700,1085200,4358533,
20190809 00:00,1080800,1084400,1067100,1072800,4163738,
20190812 00:00,1067200,1068000,1048500,1052000,5286456,
20190813 00:00,1051000,1081000,1048600,1074100,5979646,
20190814 00:00,1054800,1080600,1052700,1062200,7400696,
20190815 00:00,1126800,1136100,1101700,1126900,18457605,
20190816 00:00,1141300,1149200,1120600,1129900,10488365,
20190819 00:00,1143800,1147700,1136000,1138100,7105757,
20190820 00:00,1138600,1140300,1120100,1120500,6059633,
20190821 00:00,1139800,1140400,1119000,1120200,7770864,
20190822 00:00,1122000,1127900,1113500,1119100,5951603,
20190823 00:00,1116200,1119100,1101400,1108300,6140888,
20190826 00:00,1115600,1122600,1112600,1119900,5279745,
20190827 00:00,1124200,1128100,1115100,1124200,5599750,
20190828 00:00,1122800,1130800,1117200,1127200,4874709,
20190829 00:00,1142000,1145800,1133100,1140800,5232042,
20190830 00:00,1150000,1153800,1139000,1142600,4562361,
20190903 00:00,1136800,1153100,1135700,1146400,5901632,
20190904 00:00,1156900,1159600,1148200,1159100,5229659,
20190905 00:00,1173100,1179600,1152700,1154400,5219932,
20190906 00:00,1154400,1157500,1146200,1147300,4301613,
20190909 00:00,1145000,1166100,1144000,1163300,4941720,
20190910 00:00,1159900,1169600,1154800,1160500,4769815,
20190911 00:00,1160000,1167000,1152200,1160200,4785864,
20190912 00:00,1166500,1170700,1159000,1169200,4361632,
20190913 00:00,1171600,1181900,1169700,1174300,4604967,
20190916 00:00,1164000,1171300,1153800,1155700,5324575,
20190917 00:00,1153200,1166800,1152600,1165100,3970776,
20190918 00:00,1169100,1172300,1161800,1171600,3915208,
20190919 00:00,1174000,1178000,1167900,1171100,3377747,
20190920 00:00,1173500,1176400,1168100,1169800,9807844,
20190923 00:00,1166100,1184000,1166100,1176200,4963548,
20190924 00:00,1182500,1198600,1180200,1184000,6281368,
20190925 00:00,1184700,1187200,1178200,1184700,4476336,
20190926 00:00,1188000,1195500,1181900,1183000,3961385,
20190927 00:00,1192100,1192300,1177600,1184500,3259047,
20190930 00:00,1186700,1194300,1185600,1186800,3327068,
20191001 00:00,1188500,1190900,1177200,1178500,3703974,
20191002 00:00,1174000,1175200,1156300,1161200,5911817,
20191003 00:00,1158800,1167900,1145800,1163100,4142949,
20191004 00:00,1162900,1182800,1161900,1181600,4217940,
20191007 00:00,1181000,1182200,1168800,1172300,4572960,
20191008 00:00,1168100,1186700,1166600,1175800,4894164,
20191009 00:00,1181800,1192900,1180500,1189300,3875516,
20191010 00:00,1189000,1198800,1186000,1196100,4212226,
20191011 00:00,1200000,1207000,1187200,1202400,4962665,
20191014 00:00,1198500,1204600,1191000,1191700,4501220,
20191015 00:00,1193300,1199700,1188700,1195300,4471982,
20191016 00:00,1193100,1200800,1191000,1194200,3670668,
20191017 00:00,1196700,1202400,1193700,1198400,3787545,
20191018 00:00,1204900,1206000,1191300,1191400,5533551,
20191021 00:00,1193000,1198300,1188200,1197400,3287863,
20191022 00:00,1197500,1201500,1194000,1195800,2472615,
20191023 00:00,1191700,1198500,1186900,1193500,2829190,
20191024 00:00,1191500,1195600,1185200,1191000,2889458,
20191025 00:00,1190000,1193200,1182000,1190400,2480150,
20191028 00:00,1192500,1196700,1185400,1192200,3264335,
20191029 00:00,1185000,1187300,1170800,1171500,4644100,
20191030 00:00,1171800,1183600,1170600,1181000,2888559,
20191031 00:00,1179300,1182700,1168300,1172600,4707697,
20191101 00:00,1179200,1179700,1172300,1176200,2983492,
20191104 00:00,1184000,1191100,1171800,1175700,4578588,
20191105 00:00,1176800,1191400,1170800,1188600,4086813,
20191106 00:00,1188300,1196200,1187500,1195000,3398588,
20191107 00:00,1200000,1209200,1195400,1202300,4202490,
20191108 00:00,1203100,1208600,1189500,1194400,3755262,
20191111 00:00,1187000,1196300,1183000,1190400,4143474,
20191112 00:00,1196000,1196900,1188200,1191200,4763465,
20191113 00:00,1191600,1213600,1186700,1209800,7570561,
20191114 00:00,1245000,1253800,1195100,1206500,20016836,
20191115 00:00,1206900,1210000,1183900,1188700,9472098,
20191118 00:00,1184200,1208600,1182600,1202500,6358692,
20191119 00:00,1201100,1203500,1197200,1198900,3517295,
20191120 00:00,1202100,1204700,1184000,1191300,4721000,
20191121 00:00,1188300,1199900,1186800,1198600,4157983,
20191122 00:00,1201500,1202600,1192800,1193600,3552875,
20191125 00:00,1200000,1200200,1179000,1189200,5306788,
20191126 00:00,1189600,1193000,1184500,1191900,6183256,
20191127 00:00,1193900,1198000,1187500,1187600,3316762,
20191129 00:00,1191400,1199700,1190000,1190900,2989135,
20191202 00:00,1191500,1193800,1178400,1192800,5206558,
20191203 00:00,1184000,1189300,1177700,1186700,6568817,
20191204 00:00,1191200,1192000,1183100,1186900,5265570,
20191205 00:00,1183600,1187800,1174300,1186600,4327757,
20191206 00:00,1190800,1198000,1189200,1197800,4131045,
20191209 00:00,1195700,1198600,1191900,1193600,4712850,
20191210 00:00,1193500,1195600,1190200,1191400,4121049,
20191211 00:00,1194000,1196500,1185400,1190000,3162397,
20191212 00:00,1190000,1201100,1186800,1197600,4024657,
20191213 00:00,1191600,1206500,1190200,1202900,4287699,
20191216 00:00,1204200,1213300,1204200,1205400,4955831,
20191217 00:00,1209500,1216900,1207100,1212800,4436562,
20191218 00:00,1215100,1216800,1198400,1198600,4460349,
20191219 00:00,1199400,1205100,1197800,1200800,4368160,
20191220 00:00,1212500,1221200,1200300,1202900,6855779,
20191223 00:00,1202000,1206800,1190100,1190300,4356175,
20191224 00:00,1191300,1196000,1190100,1195100,2189249,
20191226 00:00,1196100,1198300,1189600,1195200,3881878,
20191227 00:00,1199400,1199700,1192500,1195900,3229414,
20191230 00:00,1198000,1198100,1191300,1194000,2736754,
20191231 00:00,1195000,1198000,1181900,1188400,4469833,
20200102 00:00,1188600,1198900,1187050,1189400,6500314,
20200103 00:00,1182700,1186900,1176000,1178900,4775157,
20200106 00:00,1174000,1180900,1167900,1176500,5306989,
20200107 00:00,1172600,1175150,1162000,1165600,6467089,
20200108 00:00,1163000,1167300,1156800,1161600,5415405,
20200109 00:00,1161500,1173700,1161000,1173600,5164435,
20200110 00:00,1172400,1173100,1159800,1163800,5748529,
20200113 00:00,1163800,1165500,1153700,1158800,5308543,
20200114 00:00,1154700,1162000,1151400,1161800,5875879,
20200115 00:00,1147800,1158400,1145400,1152800,7088571,
20200116 00:00,1154500,1159300,1152800,1159000,4434510,
20200117 00:00,1161900,1163000,1146400,1149600,9694506,
20200121 00:00,1145400,1156900,1145200,1155900,7199130,
20200122 00:00,1152200,1165300,1152200,1161000,4455132,
20200123 00:00,1162100,1163100,1150400,1158100,3589741,
20200124 00:00,1160000,1160300,1141500,1143700,4128271,
20200127 00:00,1131900,1162200,1127000,1158600,6721252,
20200128 00:00,1159800,1169000,1159700,1166000,4698546,
20200129 00:00,1165600,1171200,1158900,1158900,3326777,
20200130 00:00,1156100,1167200,1153400,1165800,4198211,
20200131 00:00,1158000,1162500,1139100,1144600,6095541,
20200203 00:00,1149000,1153000,1141100,1142700,4015904,
20200204 00:00,1152400,1162400,1148900,1152700,4748567,
20200205 00:00,1156000,1169500,1148500,1168100,5262084,
20200206 00:00,1168300,1172300,1160600,1163100,5173807,
20200207 00:00,1161100,1167600,1157600,1164500,3110232,
20200210 00:00,1157900,1169800,1150500,1152500,5940443,
20200211 00:00,1154300,1155000,1144550,1154000,5592529,
20200212 00:00,1155000,1164200,1154500,1158500,4351409,
20200213 00:00,1158500,1175300,1155900,1174400,5137002,
20200214 00:00,1176700,1185700,1171600,1178900,6920160,
20200218 00:00,1187100,1199500,1173700,1196300,10336519,
20200219 00:00,1195000,1199400,1176800,1176800,6801283,
20200220 00:00,1172100,1181100,1168600,1176900,4945521,
20200221 00:00,1174400,1187300,1173300,1185800,5621413,
20200224 00:00,1174600,1184400,1159600,1163200,6429781,
20200225 00:00,1163500,1170700,1140500,1143900,7381398,
20200226 00:00,1147000,1151700,1136500,1137800,6614042,
20200227 00:00,1125600,1140550,1103600,1104000,9267296,
20200228 00:00,1076900,1085200,1043700,1077350,14463278,
20200302 00:00,1076000,1163900,1075700,1158800,14584080,
20200303 00:00,1160800,1175100,1123400,1129100,10427267,
20200304 00:00,1144700,1168300,1134700,1167700,7875623,
20200305 00:00,1144000,1172300,1139500,1159200,8367203,
20200306 00:00,1138700,1179100,1130100,1172300,9746349,
20200309 00:00,1129400,1206000,1127300,1171600,19519631,
20200310 00:00,1179900,1206800,1149400,1197900,12144983,
20200311 00:00,1175100,1190300,1128150,1144300,9304772,
20200312 00:00,1056000,1114500,1029800,1040500,18438761,
20200313 00:00,1075900,1145600,1038800,1141000,14073365,
20200316 00:00,1065400,1112600,1020000,1067600,12019897,
20200317 00:00,1127800,1192600,1104700,1192400,15595383,
20200318 00:00,1150000,1280800,1145100,1225800,25347134,
20200319 00:00,1244600,1270000,1176300,1194500,18194986,
20200320 00:00,1194000,1227800,1118900,1139700,17480709,
20200323 00:00,1141700,1175400,1122200,1142900,11649992,
20200324 00:00,1158700,1173300,1113100,1149900,12085614,
20200325 00:00,1129700,1143900,1080500,1093400,14940521,
20200326 00:00,1094000,1108050,1068500,1095900,17104137,
20200327 00:00,1101100,1122700,1086500,1095700,10780501,
20200330 00:00,1118600,1158000,1109400,1151800,8515328,
20200331 00:00,1143100,1161900,1126400,1135600,7332631,
20200401 00:00,1121500,1155250,1118000,1141400,8319781,
20200402 00:00,1131800,1191100,1123500,1186300,7629651,
20200403 00:00,1172100,1199100,1170350,1194600,8792666,
20200406 00:00,1190600,1263800,1189400,1258600,13240955,
20200407 00:00,1239800,1264550,1216400,1220000,10639665,
20200408 00:00,1236000,1238100,1205900,1218300,7923352,
20200409 00:00,1176600,1228700,1176600,1217900,9986568,
20200413 00:00,1212700,1256500,1212000,1253300,7233101,
